,ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,community_area
1172,1674190407050734268,Public Rack - Keeler Ave & Madison St S,3,3,In Service,41.880531,-87.731063,"(41.880531, -87.731063)",WEST_GARFIELD_PARK
1173,1674190411345701580,Public Rack - Kildare Ave & 63rd St,2,2,In Service,41.778442,-87.73047,"(41.778442, -87.73047)",WEST_LAWN
1174,1582242285272847908,California Ave & Marquette Rd,1,1,In Service,41.7715789,-87.6933566,"(41.7715789, -87.6933566)",CHICAGO_LAWN
1175,1582242311042651716,Spaulding Ave & 63rd St,1,1,In Service,41.7791655,-87.7056392,"(41.7791655, -87.7056392)",CHICAGO_LAWN
1176,1582242323927553626,Western Ave & 62nd St,1,1,In Service,41.780985,-87.6834204,"(41.780985, -87.6834204)",CHICAGO_LAWN
1177,1674190157942630672,Public  Rack - Albany Ave & 63rd St,1,1,In Service,41.778906,-87.70084,"(41.778906, -87.70084)",CHICAGO_LAWN
1178,1674190140762761460,Public Rack - 63rd & Western Ave N,1,1,In Service,41.779334,-87.683768,"(41.779334, -87.683768)",CHICAGO_LAWN
1179,1674190325446355526,Public Rack - Hamilton Park,1,1,In Service,41.76335,-87.637499,"(41.76335, -87.637499)",ENGLEWOOD
1180,1683527933580884970,Public Rack - Eberhart Ave & 61st St,1,1,In Service,41.783745,-87.612919,"(41.783745, -87.612919)",WOODLAWN
1181,1683527948705024000,Public Rack - Lake Shore Dr & Hayes Dr,1,1,In Service,41.780581,-87.574562,"(41.780581, -87.574562)",WOODLAWN
1182,1683527948705025018,Public Rack - Kingston Ave & 75th St,1,1,In Service,41.758905,-87.562188,"(41.758905, -87.562188)",SOUTH_SHORE
1183,1683527950760754174,Public Rack - Lawndale Ave & 63rd St,1,1,In Service,41.7787155,-87.7140552,"(41.7787155, -87.7140552)",WEST_LAWN
1184,1683527959350687758,Public Rack - South Shore Dr & 71st St,2,2,In Service,41.766206,-87.562789,"(41.766206, -87.562789)",SOUTH_SHORE
1185,1683527965884893196,Public Rack - Vincennes Ave & 77th St,1,1,In Service,41.75702837,-87.56497151,"(41.75702837, -87.56497151)",SOUTH_SHORE
1186,1695776991300383220,Public Rack - Western Ave & 107th St,1,1,In Service,41.698728,-87.681558,"(41.698728, -87.681558)",MORGAN_PARK
1187,1695776991300383222,Public Rack - Western Ave & 110th St,3,3,In Service,41.69442,-87.681547,"(41.69442, -87.681547)",MORGAN_PARK
1188,1695776995595350522,Public Rack - 10557 S Western Ave,2,2,In Service,41.701719,-87.68128,"(41.701719, -87.68128)",BEVERLY
1189,1695776995595350524,Public Rack - Western Ave & 107th Pl,1,1,In Service,41.698022,-87.681175,"(41.698022, -87.681175)",MORGAN_PARK
1190,1695776998116659702,Public Rack - Western Ave & 96th St,1,1,In Service,41.718621,-87.681516,"(41.718621, -87.681516)",BEVERLY
1191,1695777002429618974,Public Rack - Western Ave & 98th St,1,1,In Service,41.71525,-87.681698,"(41.71525, -87.681698)",BEVERLY
1192,1695777002429618978,Public Rack - Ashland Ave & 83rd St,1,1,In Service,41.742715,-87.663551,"(41.742715, -87.663551)",AUBURN_GRESHAM
1193,1695777003591137960,Public Rack - King Dr & 71st St,2,2,In Service,41.765862,-87.614787,"(41.765862, -87.614787)",GREATER_GRAND_CROSSING
1194,1695777004185285124,Public Rack - Prairie Ave & 78th St,3,3,In Service,41.752229,-87.617995,"(41.752229, -87.617995)",GREATER_GRAND_CROSSING
1195,1695777004185285136,Public Rack - Ashland Ave & 63rd St,1,1,In Service,41.779127,-87.664039,"(41.779127, -87.664039)",WEST_ENGLEWOOD
1196,1695777008480252434,Public Rack - Michigan Ave & 67th St,2,2,In Service,41.772068,-87.621686,"(41.772068, -87.621686)",GREATER_GRAND_CROSSING
1197,1695777010841019090,Public Rack - Marquette Rd & 67th St,2,2,In Service,41.773095,-87.612886,"(41.773095, -87.612886)",WOODLAWN
1198,1695777014128478334,Public Rack - Champlain Ave & 65th St,2,2,In Service,41.775904,-87.609301,"(41.775904, -87.609301)",WOODLAWN
1199,1715823792589300662,Public Rack - Whipple St & 63rd St,1,1,In Service,41.77888,-87.699811,"(41.77888, -87.699811)",CHICAGO_LAWN
1200,1715823801179235270,Public Rack - Pulaski Rd & 65th St,2,2,In Service,41.773551,-87.722805,"(41.773551, -87.722805)",WEST_LAWN
1201,1715846713038684536,Public Rack - Kedvale Ave & 26th St,1,1,In Service,41.844265,-87.728103,"(41.844265, -87.728103)",SOUTH_LAWNDALE
1202,1715823826949039076,Public Rack - Kedzie Ave & 54th Pl,1,1,In Service,41.794639,-87.703767,"(41.794639, -87.703767)",GAGE_PARK
1203,1715846704448749936,Public Rack - Kedzie Ave & Walnut St,1,1,In Service,41.885891,-87.706425,"(41.885891, -87.706425)",EAST_GARFIELD_PARK
1204,1715823829734775370,Public Rack - Maplewood Ave & 47th St,1,1,In Service,41.808413,-87.688535,"(41.808413, -87.688535)",BRIGHTON_PARK
1205,1715823812554906158,Public Rack - Homan Ave & 62nd Pl,1,1,In Service,41.779668,-87.707834,"(41.779668, -87.707834)",CHICAGO_LAWN
1206,1715823821144840768,Public Rack - Laflin St &51st ST,2,2,In Service,41.801354,-87.662076,"(41.801354, -87.662076)",NEW_CITY
1207,1715846718385914740,Public Rack - Lawndale Ave & 23rd St,2,2,In Service,41.849956,-87.716712,"(41.849956, -87.716712)",SOUTH_LAWNDALE
1208,1715846691563848024,Public Rack - Division St & Christiana Ave,2,2,In Service,41.90254,-87.71085,"(41.90254, -87.71085)",HUMBOLDT_PARK
1209,1715823795375036962,Public Rack - Maplewood Ave & 63rd St,1,1,In Service,41.779343,-87.686763,"(41.779343, -87.686763)",CHICAGO_LAWN
1210,1715846688321143646,Public Rack - Grand Ave & Lawndale Ave,2,2,In Service,41.9035,-87.7204,"(41.9035, -87.7204)",HUMBOLDT_PARK
1211,1715846705501012842,Public Rack - Independence Blvd & Roosevelt,1,1,In Service,41.8662123,-87.7184969,"(41.8662123, -87.7184969)",NORTH_LAWNDALE
1212,1715823822654071768,Public Rack - Hoyne Ave & 51st St,2,2,In Service,41.801001,-87.676773,"(41.801001, -87.676773)",NEW_CITY
1213,1715846709795980144,Public Rack - Homan Ave & Roosevelt,1,1,In Service,41.86649,-87.710786,"(41.86649, -87.710786)",NORTH_LAWNDALE
1214,1715846695858815334,Public Rack - Kildare Ave & North Ave,1,1,In Service,41.909866,-87.73399,"(41.909866, -87.73399)",HUMBOLDT_PARK
1215,1715846717333651852,Public Rack - Washington Park Ct & 51st St,2,2,In Service,41.8021917,-87.6151444,"(41.8021917, -87.6151444)",GRAND_BOULEVARD
1216,1715823816849873464,Public Rack - Talman Ave & Pershing Rd,1,1,In Service,41.822592,-87.690725,"(41.822592, -87.690725)",BRIGHTON_PARK
1217,1715823822654071770,Public Rack - Oakley Ave & 50th Pl,1,1,In Service,41.80193,-87.680903,"(41.80193, -87.680903)",GAGE_PARK
1218,1715846714090947442,Public Rack - Pulaski Rd & Grenshaw St,1,1,In Service,41.8670279,-87.7254644,"(41.8670279, -87.7254644)",NORTH_LAWNDALE
1219,1715846688321143644,Public Rack - Rockwell & Division,1,1,In Service,41.90282,-87.692397,"(41.90282, -87.692397)",WEST_TOWN
1220,1715823805474202572,Public Rack - Kedzie Ave & 60th St,1,1,In Service,41.785235,-87.703131,"(41.785235, -87.703131)",CHICAGO_LAWN
1221,1715823796884267962,Public Rack - Lawndale & 63rd St,1,1,In Service,41.777732,-87.713878,"(41.777732, -87.713878)",WEST_LAWN
1222,1715823786785102364,Public Rack - Sangamon St & 87th St,1,1,In Service,41.73582,-87.646896,"(41.73582, -87.646896)",AUBURN_GRESHAM
1223,1715846700153782638,Public Rack - Central Park Ave & Fulton Blvd,2,2,In Service,41.8861512,-87.7155114,"(41.8861512, -87.7155114)",EAST_GARFIELD_PARK
1224,1715823816849873466,Public Rack - Throop St & 48t ST,1,1,In Service,41.806999,-87.657942,"(41.806999, -87.657942)",NEW_CITY
1225,1715846692616110944,Public Rack - Kedzie Ave & Chicago Ave,1,1,In Service,41.89556,-87.70641,"(41.89556, -87.70641)",HUMBOLDT_PARK
1226,1715823805474202570,Public Rack - Western Ave & 62nd St,1,1,In Service,41.780964,-87.683757,"(41.780964, -87.683757)",CHICAGO_LAWN
1227,1715846713038684540,Public Rack - Komensky Ave & 26th St,1,1,In Service,41.844168,-87.726317,"(41.844168, -87.726317)",SOUTH_LAWNDALE
1228,1715846708743717234,Public Rack - St Louis Ave & Flournoy St,1,1,In Service,41.8727811,-87.7131562,"(41.8727811, -87.7131562)",EAST_GARFIELD_PARK
1229,1715823829734775372,Public Rack - Western Ave & 47th Pl,1,1,In Service,41.808038,-87.684709,"(41.808038, -87.684709)",BRIGHTON_PARK
1230,1715823825439808068,Public Rack - Western Blvd & 52nd St,1,1,In Service,41.798974,-87.681909,"(41.798974, -87.681909)",GAGE_PARK
1231,1715823796884267966,Public Rack - Komensky Ave & 63rd St,1,1,In Service,41.77882,-87.723599,"(41.77882, -87.723599)",WEST_LAWN
1232,1715846691563848032,Public Rack - Sawyer Ave & Chicago Ave,1,1,In Service,41.8954597,-87.7080933,"(41.8954597, -87.7080933)",HUMBOLDT_PARK
1233,1715823818359104470,Public Rack - Loomis Blvd & 47th St,1,1,In Service,41.808746,-87.66026,"(41.808746, -87.66026)",NEW_CITY
1234,1715823791080069664,Public Rack - Fairfield Ave & 63rd St,1,1,In Service,41.77926,-87.692703,"(41.77926, -87.692703)",CHICAGO_LAWN
1235,1715823812554906162,Public Rack - Kedzie Ave & 62nd Pl,1,1,In Service,41.780148,-87.703338,"(41.780148, -87.703338)",CHICAGO_LAWN
1236,1674190269611780566,Public Rack - Cottage Grove Ave & 75th St,1,1,In Service,41.758739,-87.605769,"(41.758739, -87.605769)",GREATER_GRAND_CROSSING
1237,1674190484360145744,Public Rack - Menard Ave & Adams Blvd,2,2,In Service,41.877684,-87.769356,"(41.877684, -87.769356)",AUSTIN
1238,1674190578849426420,Pubic Rack - Pulaski Rd & 41st,2,2,In Service,41.81791,-87.72413,"(41.81791, -87.72413)",ARCHER_HEIGHTS
1239,1674190583144393718,Public Rack - Pulaski Rd & 44th St,2,2,In Service,41.8129,-87.7225,"(41.8129, -87.7225)",ARCHER_HEIGHTS
1240,1674190634684001356,Public Rack - The Montessori School of Englewood,2,2,In Service,41.76766,-87.66781,"(41.76766, -87.66781)",WEST_ENGLEWOOD
1241,1674190643273935964,Public Rack - Vincennes Ave & 95th Pl,1,1,In Service,41.720562,-87.650971,"(41.720562, -87.650971)",WASHINGTON_HEIGHTS
1242,1674190643273935966,Public Rack - Vincennes Ave & 95th St,1,1,In Service,41.721168,-87.650663,"(41.721168, -87.650663)",WASHINGTON_HEIGHTS
1243,1677249871073777812,Public Rack - Ada St & 119th St,1,1,In Service,41.677326,-87.654473,"(41.677326, -87.654473)",WEST_PULLMAN
1244,1677249875368745110,Public Rack - Pullman Community Center,1,1,In Service,41.70428,-87.59313,"(41.70428, -87.59313)",PULLMAN
1245,1677249875368745112,Public Rack - Pullman - Walmart,1,1,In Service,41.69696,-87.59829,"(41.69696, -87.59829)",PULLMAN
1246,1677249875368745118,Public Rack - Pullman - Ross Dress for Less,1,1,In Service,41.69868,-87.597,"(41.69868, -87.597)",PULLMAN
1247,1677249879663712420,Public Rack - 10101 S Stony Island Ave,2,2,In Service,41.70838,-87.581455,"(41.70838, -87.581455)",SOUTH_DEERING
1248,1677249883958679720,Public Rack - Torrence Ave & 103rd St,1,1,In Service,41.70843,-87.56026,"(41.70843, -87.56026)",SOUTH_DEERING
1249,1677249883958679722,Public Rack - Bensley Ave & 103rd St,1,1,In Service,41.7084,-87.56319,"(41.7084, -87.56319)",SOUTH_DEERING
1250,1677249888253647022,Public Rack - Michigan Ave & 125th Pl,1,1,In Service,41.666395,-87.619933,"(41.666395, -87.619933)",WEST_PULLMAN
1251,1677249888253647024,Public Rack - Michigan Ave & 119th St,1,1,In Service,41.677934,-87.620754,"(41.677934, -87.620754)",WEST_PULLMAN
1252,1677249888253647030,Public Rack - Michigan Ave & 121st St,1,1,In Service,41.67413,-87.620448,"(41.67413, -87.620448)",WEST_PULLMAN
1253,212,Wells St & Hubbard St,31,31,In Service,41.889906,-87.634266,"(41.889906, -87.634266)",NEAR_NORTH_SIDE
1254,560,Marshfield Ave & 59th St,11,11,In Service,41.786833,-87.666215,"(41.786833, -87.666215)",WEST_ENGLEWOOD
1255,1674190415640668882,Public Rack - Kimbark Ave & 63rd St,2,2,In Service,41.780667,-87.594212,"(41.780667, -87.594212)",WOODLAWN
1256,1674190415640668886,Public Rack - Kimbark Ave & 67th St,2,2,In Service,41.774045,-87.594322,"(41.774045, -87.594322)",WOODLAWN
1257,1674190419935636188,Public Rack - Kolin Ave & Archer Ave,2,2,In Service,41.800514,-87.731802,"(41.800514, -87.731802)",ARCHER_HEIGHTS
1258,1674190424230603488,Public Rack - Kostner Ave & Lake St,1,1,In Service,41.885708,-87.735424,"(41.885708, -87.735424)",WEST_GARFIELD_PARK
1259,1674190424230603496,Public Rack - Lafayette Ave & 87th St - NW,1,1,In Service,41.736354,-87.626741,"(41.736354, -87.626741)",CHATHAM
1260,1674190462885309230,Public Rack - Lowe Park,2,2,In Service,41.799605,-87.641464,"(41.799605, -87.641464)",NEW_CITY
1261,1674190471475243834,Public Rack - Marshfield Ave & 45th St,1,1,In Service,41.812343,-87.666239,"(41.812343, -87.666239)",NEW_CITY
1262,1674190471475243832,Public Rack - Marquette Ave & 79th St,1,1,In Service,41.75163,-87.558707,"(41.75163, -87.558707)",SOUTH_CHICAGO
1263,1674190475770211132,Public Rack - Marshfield Ave & 87th St,1,1,In Service,41.735527,-87.663867,"(41.735527, -87.663867)",AUBURN_GRESHAM
1264,1674190475770211134,Public Rack - Martin Luther King Dr & 69th St,1,1,In Service,41.769234,-87.615206,"(41.769234, -87.615206)",GREATER_GRAND_CROSSING
1265,1674190475770211136,Public Rack - Mason Ave & Roosevelt Rd,1,1,In Service,41.865608,-87.772389,"(41.865608, -87.772389)",AUSTIN
1266,1674190475770211138,Public Rack - May St & 63rd St,1,1,In Service,41.77977,-87.652943,"(41.77977, -87.652943)",ENGLEWOOD
1267,1674190480065178436,Public Rack - May St & 78th St,1,1,In Service,41.752451,-87.652969,"(41.752451, -87.652969)",AUBURN_GRESHAM
1268,1674190484360145746,Public Rack - Menard Ave & Agusta Blvd,1,1,In Service,41.898333,-87.770501,"(41.898333, -87.770501)",AUSTIN
1269,1674190492950080346,Public Rack - Menard Ave & Madison St,2,2,In Service,41.880021,-87.770325,"(41.880021, -87.770325)",AUSTIN
1270,1674190492950080350,Public Rack - Michigan Ave & 102nd St,1,1,In Service,41.7083,-87.61984,"(41.7083, -87.61984)",ROSELAND
1271,1674190497245047650,Public Rack - Michigan Ave & 110th St,1,1,In Service,41.694364,-87.620715,"(41.694364, -87.620715)",ROSELAND
1272,1674190497245047652,Public Rack - Michigan Ave & 113th St,1,1,In Service,41.688872,-87.620879,"(41.688872, -87.620879)",ROSELAND
1273,1674190497245047656,Public Rack - Michigan Ave & 96th St,3,3,In Service,41.718957,-87.62067,"(41.718957, -87.62067)",ROSELAND
1274,1674190501540014954,Public Rack - Midway Orange Line,1,1,In Service,41.785894,-87.738031,"(41.785894, -87.738031)",GARFIELD_RIDGE
1275,1674190510129949562,Public Rack - Morgan St & 103rd St,2,2,In Service,41.706657,-87.647476,"(41.706657, -87.647476)",WASHINGTON_HEIGHTS
1276,1674190510129949566,Public Rack - Morgan St & 87th St,1,1,In Service,41.73577,-87.648133,"(41.73577, -87.648133)",AUBURN_GRESHAM
1277,1674190510129949568,Public Rack - Morgan St & 95th St,2,2,In Service,41.721215,-87.647435,"(41.721215, -87.647435)",WASHINGTON_HEIGHTS
1278,1674190514424916870,Public Rack - Mt Greenwood Library N,2,2,In Service,41.693027,-87.701054,"(41.693027, -87.701054)",MOUNT_GREENWOOD
1279,1674190514424916872,Public Rack - Mt Greenwood Library - South,2,2,In Service,41.692883,-87.701048,"(41.692883, -87.701048)",MOUNT_GREENWOOD
1280,1674190514424916874,Public Rack - Muskegon Ave & 89th St,1,1,In Service,41.733044,-87.555652,"(41.733044, -87.555652)",SOUTH_CHICAGO
1281,1674190523014851470,Public Rack - N Narragansett Ave & Grand Ave,1,1,In Service,41.9225804,-87.7849799,"(41.9225804, -87.7849799)",BELMONT_CRAGIN
1282,1674190523014851472,Public Rack - N Sayre Ave & W Belden Ave,1,1,In Service,41.921425,-87.800825,"(41.921425, -87.800825)",AUSTIN
1283,1674190527309818770,Public Rack - Nagle Ave & Belmont Ave,1,1,In Service,41.938201,-87.787415,"(41.938201, -87.787415)",BELMONT_CRAGIN
1284,1674190527309818774,Public Rack - Neva Ave & Grand Ave,1,1,In Service,41.923604,-87.804659,"(41.923604, -87.804659)",MONTCLARE
1285,1674190527309818776,Public Rack - New England Ave & Grace St,1,1,In Service,41.949269,-87.798395,"(41.949269, -87.798395)",DUNNING
1286,1674190531604786074,Public Rack - Newcastle Ave & Belden Ave,1,1,In Service,41.921017,-87.797388,"(41.921017, -87.797388)",MONTCLARE
1287,1674190531604786076,Public Rack - Newcastle Ave & Belmont Ave,2,2,In Service,41.938022,-87.7961,"(41.938022, -87.7961)",MONTCLARE
1288,1674190531604786080,Public Rack - Newcastle Ave & Wellington Ave,1,1,In Service,41.934997,-87.795777,"(41.934997, -87.795777)",MONTCLARE
1289,1674190535899753380,Public Rack - Newland Ave & Diversey Ave,1,1,In Service,41.93098,-87.79944,"(41.93098, -87.79944)",MONTCLARE
1290,1674190535899753382,Public Rack - Nordica Ave & Addison St,1,1,In Service,41.945428,-87.803458,"(41.945428, -87.803458)",DUNNING
1291,1674190535899753386,Public Rack - Normal Ave & 72nd St,4,4,In Service,41.763584,-87.637213,"(41.763584, -87.637213)",ENGLEWOOD
1292,1674190540194720684,Public Rack - Oakley & 79th Pl,1,1,In Service,41.749095,-87.679637,"(41.749095, -87.679637)",ASHBURN
1293,1674190540194720686,Public Rack - Oglesby Ave & 105th St,1,1,In Service,41.704672,-87.565519,"(41.704672, -87.565519)",SOUTH_DEERING
1294,1674190540194720688,Public Rack - Oglesby Ave & 95th St,1,1,In Service,41.722484,-87.565738,"(41.722484, -87.565738)",SOUTH_DEERING
1295,1674190544489687988,Public Rack - Oketo Ave & Belmont Ave,1,1,In Service,41.938117,-87.811862,"(41.938117, -87.811862)",DUNNING
1296,1674190544489687990,Public Rack - Oleander Ave & Addison St,3,3,In Service,41.944983,-87.815865,"(41.944983, -87.815865)",DUNNING
1297,1674190544489687992,Public Rack - Orville T Bright School,2,2,In Service,41.700168,-87.562148,"(41.700168, -87.562148)",SOUTH_DEERING
1298,1674190544489687994,Public Rack - Ozark Ave & Addison St,2,2,In Service,41.945075,-87.820037,"(41.945075, -87.820037)",DUNNING
1299,1674190548784655292,Public Rack - Panama Ave & Forest Preserve Ave,2,2,In Service,41.943162,-87.82909,"(41.943162, -87.82909)",DUNNING
1300,1674190548784655294,Public Rack - Park Manor Elementary School,3,3,In Service,41.766863,-87.611467,"(41.766863, -87.611467)",GREATER_GRAND_CROSSING
1301,1674190553079622596,Public Rack - Parnell Ave & 103rd St,1,1,In Service,41.706868,-87.637208,"(41.706868, -87.637208)",ROSELAND
1302,1674190553079622598,Public Rack - Parnell Ave & 119th St,1,1,In Service,41.67711,-87.635677,"(41.67711, -87.635677)",WEST_PULLMAN
1303,1674190553079622600,Public Rack - Parnell Ave & 98th St,2,2,In Service,41.715983,-87.637067,"(41.715983, -87.637067)",WASHINGTON_HEIGHTS
1304,1674190557374589898,Public Rack - Paul Revere Elementary School,3,3,In Service,41.764225,-87.600166,"(41.764225, -87.600166)",GREATER_GRAND_CROSSING
1305,1674190557374589904,Public Rack - Peoria St & 60th St,2,2,In Service,41.784872,-87.647482,"(41.784872, -87.647482)",ENGLEWOOD
1306,1674190561669557204,Public Rack - Percy Julian HS,3,3,In Service,41.705999,-87.65381,"(41.705999, -87.65381)",WASHINGTON_HEIGHTS
1307,1674190561669557206,Public Rack - Perry Ave & 108th Pl,2,2,In Service,41.696967,-87.626143,"(41.696967, -87.626143)",ROSELAND
1308,1674190561669557208,Public Rack - Piotrowski Park,2,2,In Service,41.836682,-87.73083,"(41.836682, -87.73083)",SOUTH_LAWNDALE
1309,1674190565964524508,Public Rack - Pittsburgh Ave & Irving Park,1,1,In Service,41.951911,-87.83267,"(41.951911, -87.83267)",DUNNING
1310,1674190565964524510,Public Rack - Plainfield Ave & Irving Park Rd,2,2,In Service,41.952133,-87.833817,"(41.952133, -87.833817)",DUNNING
1311,1674190565964524512,Public Rack - Prairie Ave & 47th St,1,1,In Service,41.809497,-87.618997,"(41.809497, -87.618997)",GRAND_BOULEVARD
1312,1674190570259491812,Public Rack - Prairie Ave & 85th St,2,2,In Service,41.739986,-87.617645,"(41.739986, -87.617645)",CHATHAM
1313,1674190570259491814,Public Rack - Princeton Ave & 43rd St,2,2,In Service,41.815883,-87.633718,"(41.815883, -87.633718)",FULLER_PARK
1314,1674190574554459112,Public Rack - Princeton Ave & 99th Pl,1,1,In Service,41.713311,-87.631095,"(41.713311, -87.631095)",ROSELAND
1315,1674190574554459116,Public Rack - Pulaski & 52nd,1,1,In Service,41.797244,-87.723377,"(41.797244, -87.723377)",WEST_ELSDON
1316,1674190583144393720,Public Rack - Pulaski Rd & 51st Rd,1,1,In Service,41.800111,-87.723537,"(41.800111, -87.723537)",WEST_ELSDON
1317,1674190591734328322,Public Rack - Racine Ave & 74th St,1,1,In Service,41.759439,-87.654146,"(41.759439, -87.654146)",WEST_ENGLEWOOD
1318,1674190591734328324,Public Rack - Racine Ave & 76th,2,2,In Service,41.755786,-87.654054,"(41.755786, -87.654054)",AUBURN_GRESHAM
1319,1674190591734328326,Public Rack - Racine Ave & 83rd St,1,1,In Service,41.743367,-87.653661,"(41.743367, -87.653661)",AUBURN_GRESHAM
1320,1674190596029295624,Public Rack - Rhodes Ave & 79th St,1,1,In Service,41.751058,-87.611439,"(41.751058, -87.611439)",CHATHAM
1321,1674190596029295628,Public Rack - Robert Fulton Elementary School,2,2,In Service,41.797439,-87.668504,"(41.797439, -87.668504)",NEW_CITY
1322,1674190596029295630,Public Rack - Rockwell & 111th St,2,2,In Service,41.691359,-87.68572,"(41.691359, -87.68572)",MORGAN_PARK
1323,1674190600324262930,Public Rack - Rutherford Ave & Belmont Ave,1,1,In Service,41.938315,-87.793848,"(41.938315, -87.793848)",DUNNING
1324,1674190608914197532,Public Rack - Sacramento Blvd & Washington Blvd,2,2,In Service,41.882994,-87.700036,"(41.882994, -87.700036)",EAST_GARFIELD_PARK
1325,1674190608914197534,Public Rack - Sangamon St & 79th St,1,1,In Service,41.750395,-87.647464,"(41.750395, -87.647464)",AUBURN_GRESHAM
1326,1674190608914197536,Public Rack - Sawyer Ave & 111th St,1,1,In Service,41.691411,-87.70229,"(41.691411, -87.70229)",MOUNT_GREENWOOD
1327,1674190613209164834,"Public Rack - Senka ""Edward Duke"" Park",2,2,In Service,41.790565,-87.710992,"(41.790565, -87.710992)",GAGE_PARK
1328,1674190613209164836,Public Rack - South Shore High School,3,3,In Service,41.756444,-87.579556,"(41.756444, -87.579556)",SOUTH_SHORE
1329,1674190617504132144,Public Rack - Springfield Ave & 63rd St,1,1,In Service,41.778582,-87.718925,"(41.778582, -87.718925)",WEST_LAWN
1330,1674190621799099446,Public Rack - State St & 47th st,2,2,In Service,41.809085,-87.627384,"(41.809085, -87.627384)",GRAND_BOULEVARD
1331,1674190621799099448,Public Rack - Stewart Ave & 123rd St,5,5,In Service,41.670563,-87.632188,"(41.670563, -87.632188)",WEST_PULLMAN
1332,1674190626094066746,Public Rack - Stony Is Ave & 73rd St,2,2,In Service,41.762265,-87.585469,"(41.762265, -87.585469)",SOUTH_SHORE
1333,1674190626094066752,Public Rack - Stony Island & 95th St,1,1,In Service,41.72228,-87.584943,"(41.72228, -87.584943)",SOUTH_DEERING
1334,1674190630389034054,Public Rack - Stony Island Ave & 86th St,1,1,In Service,41.738473,-87.585851,"(41.738473, -87.585851)",AVALON_PARK
1335,1674190630389034056,Public Rack - Strohacker Park,2,2,In Service,41.79482,-87.732112,"(41.79482, -87.732112)",WEST_ELSDON
1336,1674190630389034058,Public Rack - Talman Ave & 51st St,2,2,In Service,41.800908,-87.690802,"(41.800908, -87.690802)",GAGE_PARK
1337,1674190634684001358,Public Rack - Throop St & 58th St,3,3,In Service,41.788541,-87.65621,"(41.788541, -87.65621)",WEST_ENGLEWOOD
1338,1674190634684001360,Public Rack - Torrence Ave & 98th St,2,2,In Service,41.717059,-87.559986,"(41.717059, -87.559986)",SOUTH_DEERING
1339,1674190638978968660,Public Rack - Trumbull Ave & 111th St,1,1,In Service,41.691596,-87.707397,"(41.691596, -87.707397)",MOUNT_GREENWOOD
1340,1674190638978968662,Public Rack - Tuley (Murray) Park,2,2,In Service,41.73034,-87.611734,"(41.73034, -87.611734)",CHATHAM
1341,1674190638978968664,Public Rack - Vincennes Ave & 87th St,1,1,In Service,41.735607,-87.645345,"(41.735607, -87.645345)",AUBURN_GRESHAM
1342,1674190643273935970,Public Rack - Vincennes Ave & 99th St,1,1,In Service,41.712937,-87.653984,"(41.712937, -87.653984)",WASHINGTON_HEIGHTS
1343,1674190647568903268,Public Rack - Wabash Ave & 87th St,1,1,In Service,41.736063,-87.622952,"(41.736063, -87.622952)",CHATHAM
1344,1674190647568903270,Public Rack - Walden Pkwy & 103rd St,1,1,In Service,41.706205,-87.668965,"(41.706205, -87.668965)",BEVERLY
1345,1674190647568903272,Public Rack - Wallace St & 112 St,3,3,In Service,41.690092,-87.637636,"(41.690092, -87.637636)",ROSELAND
1346,1674190647568903276,Public Rack - Waller Ave & Chicago Ave,1,1,In Service,41.894681,-87.768156,"(41.894681, -87.768156)",AUSTIN
1347,1674190651863870574,Public Rack - Washtenaw Ave & 63rd St,2,2,In Service,41.77924,-87.691116,"(41.77924, -87.691116)",CHICAGO_LAWN
1348,1674190651863870576,Public Rack - Washtenaw Ave & Superior St,5,5,In Service,41.894738,-87.695204,"(41.894738, -87.695204)",WEST_TOWN
1349,1674190651863870582,Public Rack - Wentworth Ave & 103rd St,1,1,In Service,41.707257,-87.627826,"(41.707257, -87.627826)",ROSELAND
1350,1674190656158837882,Public Rack - Wentworth Ave & 79th St,1,1,In Service,41.750712,-87.629949,"(41.750712, -87.629949)",CHATHAM
1351,1674190656158837886,Public Rack - West Chatham Park,2,2,In Service,41.745834,-87.631562,"(41.745834, -87.631562)",CHATHAM
1352,1674190656158837890,Public Rack - West Lawn Park,4,4,In Service,41.774815,-87.728303,"(41.774815, -87.728303)",WEST_LAWN
1353,1674190660453805188,Public Rack - Western Ave & 100th St,2,2,In Service,41.711666,-87.681963,"(41.711666, -87.681963)",BEVERLY
1354,1674190660453805190,Public Rack - Western Ave & 104th St - East,2,2,In Service,41.704366,-87.681733,"(41.704366, -87.681733)",BEVERLY
1355,1674190660453805192,Public Rack - Western Ave & 104th St - West,2,2,In Service,41.703952,-87.681953,"(41.703952, -87.681953)",BEVERLY
1356,1674190664748772492,Public Rack - Western Ave & 105th St,2,2,In Service,41.702609,-87.681492,"(41.702609, -87.681492)",BEVERLY
1357,1674190664748772494,Public Rack - Western Ave & 106th St - East,1,1,In Service,41.700576,-87.681294,"(41.700576, -87.681294)",BEVERLY
1358,1674190664748772496,Public Rack - Western Ave & 111th St - NW,1,1,In Service,41.69197,-87.681659,"(41.69197, -87.681659)",MORGAN_PARK
1359,1674190664748772498,Public Rack - Western Ave & 111th St - SW,2,2,In Service,41.69161,-87.681523,"(41.69161, -87.681523)",MORGAN_PARK
